tweet,labels
"New Pfizer Results: Coronavirus Vaccine Is Safe and 95% Effective - Slashdot https://t.co/IiocfxQZHS Safe and effective for pharma only, everyone who accepts vax is risking their life. Do #VaccinesWork? https://t.co/BP60kLbP5m",side-effect
"No thanks, I’m 100% NOT volunteering for the Moderna vaccine trial. Signed with love, someone with enough problems who really DOES believe in science. I’m just not willing to be your lab rat.",rushed
@oldenbutgolden7 @MattHancock @pfizer @BioNTech_Group @MHRAgovuk Was always the plan ! I do not consent to none of this,none
"Pfizer is a donor to Republicans? Let's rethink taking that vaccine, guys. Something smells fishy!",political
@ASavageNation it's impossible to know what long term affects a covid vaccine may have on us. I don't want to think what happens if it becomes mandatory.,mandatory side-effect
@_InThisTogether @scanova Vaccines in general have never been proven or shown to be safe or effective not one. The “COVID-19 virus“ has never been isolated.The rt-PCR test the basis for the diagnosis of the “disease” in the first place is completely and utterly flawed. Are you keeping up?,ineffective side-effect
"@MuellerSheWrote You don't want his vaccine, it's guaranteed not to work since he had something to do with it. Wait for the Pfizer one.",ineffective
#California Calls For Pause On Batch Of @moderna_tx's COVID Vaccine After Several Allergic Reactions. #COVID19 #Vaccine #Reactions https://t.co/sIrKOyDiaC via @YouTube,side-effect
"@jeffsekerak Whatever it is they inject into you, there is nothing you or anyone else can do to get it out again. Think carefully before acquiescing to a vaccine..",ingredients
@AlexisSylvain4 @jtwright4216 @OregonGovBrown One of the covid vaccines was shown to make the test monkeys asymptomatic carriers. Meaning they still got infected and they spread it around. Ask yourself what’s the point then? @OHAOregon,ineffective
@toryboypierce Ffs Andrew do we really want a COVID passport wow. I’m not a COVID denier I’m not anti mask I’m not anti vaccine I have to put the little disclaimer above or else abuse follows 😂,mandatory
"A good reason why to fine-tune Covid-19 treatment is better than desperately find a vaccine, or - worse - to get shot with a Chinese one.",none
"@PoliticsForAlI @johndarts2020 @Telegraph Everyone doesn't need the ""vaccine"" children are not at risk. Follow the science",unnecessary
"@Kasparov63 ‘Brazil Says No To Russia’s #SputnikV; Russians Say No To Vaccines’ “Regulators in Brazil officially rejected Russia's Sputnik V covid vaccine over concerns about its development and production, which may impact uptake elsewhere. …” #COVID19RU https://t.co/Jh17JQIVvB",country
"@smcbride360 In fact, Pfizer don’t claim their vax stops covid spreading at all, merely that it “alleviates symptoms”.....so, glorified paracetamol then. .",side-effect
"@DrPaulGosar MEDICAL CHOICE IS A FUNDAMENTAL CONSTITUTIONAL FREEDOM You can be FORCE VACCINATED ""by any means necessary"" in many states! https://t.co/GhUAjuOgg2 Focus on your IMMUNE system. https://t.co/5jOQiZmWru",mandatory
"@drlucymcbride @celinegounder But do they need to do it as a social norm, as Monica says? If so, fine. I disagree, but that isn't the issue. My issue is she seems to be saying that your vaccine DOESN'T WORK if people around you are infected.",ineffective
@monica_2978 Because if he had any kind of balls he would stop this whole bs vaccine rollout. This whole C19 thing is a farce! Not even the dummies are buying into it anymore.,none
I'd rather have three root canal treatments in a row without anesthesia than take this Russian fake vaccine. https://t.co/qPWEgsyeP5,country
"A daughter of a doctor who died suddenly 3 days after getting the Moderna #covidvaccine made a tribute video & put it on TikTok. Because she mentioned the vaccine it was removed for ""going against community guidelines"". Think of all the crap allowed on TikTok. #censorship is real",side-effect
"@Timcast Well, I consider myself on the right. I'm very pro-Trump. I have absolutely no intention of getting a rushed vaccine for myself or my family. I've recently heard tho the ""Moderna"" vaccine was originally a 2010 one developed for SARS & is being modified for this so... maybe.",rushed pharma
@CNNnewsroom The only way to actually test a Covid-19 vaccine is to give half the test subjects Covid-19 after you've given them the vaccine. Anything else is just a guesstimation! #CNN #TrumpVirus  https://t.co/IWjL3GTuj2,rushed
"We Here as Leaders?, of the EU, Don't like your!, English Oxford vaccine. We the Leaders?, of all these EU countries, like and trust OUR OWN vaccine, so all you millions of Europeans!., will just have 2 keep on diying and suffering until we LEADERS get OUR VACCINE DELIVERED!.",country
@miamalan @SAHPRA1 @JNJNews Why are they pursuing a vaccine whose clinical data has not been released? Our healthcare workers are not be to made Johnson and Johnson guinea pigs.,rushed
"Pfizer CEO and even world leaders aren't taking the vaccine but they are busy urging their people to take it. If you know, you know.",political pharma
#COVID #vaccine being advised against by more & more doctors due to #safety concerns.,side-effect
So it's still possible a person could be infected with the corona virus that causes COVID-19 just after vaccination.  Very useless vaccine....,ineffective
"@ChrisDokish @tribelaw Well, standards in the UK are much different there. Now they are not apart of the EU, who knows what they might approve. You can’t trial enough people & run the data in that short a time. They r assuming that the 1st trial works. No way I’d take that vaccine",rushed
Why are Pfizer protected from being sued with regards to this vaccine?,pharma
"@BBCWalesNews Oh dear... This isn't a vaccine If we all thought like this after the jab #COVID19 will never go away.. Still transmittable, still catchable, new strains every week FOREVER, new jabs needed FOREVER, covid is here to stay... social distancing should be eased by 2023 #CovidVaccine",ineffective
"Can someone fact-check me on this? The current Commissioner of the FDA, Scott Gottlieb, IS A FUCKING @pfizer BOARD MEMBER? So he would directly benefit from the mass distribution of his company's vaccine? So yeah I'm leaning towards waiting for Biden's appointee before I get it.",political
"You have a point my dear! After decades of HIV without a vaccine, Covid 19 has a vaccine in just months🤔🤔 Is it bse HIV didn't affect them (Europeans and Americans) the way Covid 19 has killed them?",rushed
@_BillieBelieves If you have the Oxford vaccine you might end up in a comma...!,side-effect
"@BorzoiBystander Yep. A shitty vaccine, pushed to market prematurely solely for political and financial gain, would be the cherry on the top of this fucking nightmare.",political pharma
Now that the queen wants me to take the vaccine I'm like that fuck it no way. Feel like she's gonnae kill me in a French underpass,none
"@AstraiosT @o_rips Alberta better not force a chinese COVID vaccine on my family, you will need to mobilize an army of gov't lawyers to fight me @jkenney @AHS_media @GoAHealth @Albertadoctors @UnitedNurses @shandro #Alberta #ChinaLiedPeopleDied #COVIDCanada #BoycottChina",country mandatory
"to their fellow citizens. Full article here. (Refer to post) Mordechai Sones also has his own radio broadcast in Israel, and a few weeks ago he began his broadcast by reading the names of 28 people who have died following the Pfizer experimental COVID mRNA injections. -",side-effect
@ici_cam @Arkancideisreal @KillAuDeepState @AstraZeneca @cdc @DanielAndrewsMP Imperial College gaining free impartial NOT advertising for RNA vaccines. Clearly they’re fu*ked if they can’t get future funding for RNA vaccine research for staff at IC.👈 Or no Gates dosh.🤨,pharma
"@policescotland @scotgov FDA recommends watching for Bell's palsy after taking the Pfizer vaccine, cnbc report. Folks this is no joke and you never know what detrimental side effects you may have on the long run. It's better to endure the hoax virus than take the vaccine.",side-effect
"""British woman, 39, dies in Cyprus in 'blood clotting incident' days after receiving... 👉AstraZeneca Covid-19 vaccine."" https://t.co/GAxjy1ZdQ2",side-effect
"@Carla_SHA_2 @JanetCeciliaHil @billbowtell Yes, the Astra Zeneca vaccine has been a massive fail, the world over. In the UK, it has been a disaster. 500 million doses worldwide & so many regrets. All of them, liberal shills.",ineffective
"New post ('Fit and healthy' engineer, 27, died three weeks after having first AstraZeneca anti-Covid jab) published on https://t.co/RaBjl5DDcP - https://t.co/rZfiz5M4VC",side-effect
"Old woman, sat on a £500M feudal fortune, in a 700 room palace, tells healthy younger people (who are at 0.0001% risk from a virus with a +99% natural recovery rate) that not taking an experimental biotech 'vaccine', that she has had to protect her - is selfish.",unnecessary rushed political
AstraZeneca COVID-19 Vaccine May Cause Blood Clots. 17 European nations seem to think so. AstraZeneca claims it does not which is good enough for corrupt US media. #Vaccine #Covy #ChinaBug #Covy🇨🇳 🦠 https://t.co/cUbh7P0HDB,side-effect
"And taxpayers just gave $1.6 billion to Novavax, a company that has brought nothing to market, the LARGEST covid vaccine contract. And best believe they will still charge for it.",pharma
@BallouxFrancois Without Phase3 safety and efficacy data the Russian vaccine is a none starter outside Russia. That’s how the system works,rushed country
